site,elevation,focal.species,background.species,pair,origin.focal,origin.background,origin.pair,type,surv.int,surv.slope,surv.sd.global,n.survival,growth.int,growth.slope,growth.slope.qudratic,growth.sd.global,n.growth,growth.sd,growth.sd.int,growth.sd.slope,n.growth.sd,flowering.int,flowering.slope,flowering.sd.global,n.flowering,fecundity.int,fecundity.slope,fecundity.sd.global,n.fecundity,germination.prob,germination.sd.global,n.germination,establishment.funiche.int,establishment.funiche.sd.global,n.establishment.funiche,establishment.comp.int,establishment.comp.sd.global,n.establishment.comp,seedling.size.mean,seedling.size.sd,n.seedling.size,L,U,n.size.range,pgr,comment,bootstrap
Solalex,1400,Brer,none,yes,Lowland,None,None,None,2.875268259,0.480191091,0.497052501,27,2.961080512,0.329221924,NA,0.693918931,25,0.545661665,NA,NA,NA,-5.107215008,2.929192104,NA,36,2.418535195,1.357151371,NA,23,0.32562724,NA,20,-1.098612289,NA,20,2.662587827,NA,2,-3.473870387,0.525498592,20,-4.482952553,4.790720344,36,5.55284317,NA,0
Anzeindaz,1900,Crbi,Anal,yes,Lowland,Highland,Lowland_Highland,Novel,153.9146279,-79.85353511,0.78901138,29,1.692362919,0.463773774,NA,0.82529147,20,0.866006846,NA,NA,NA,-15.91531233,9.562846997,NA,33,2.904222673,1.664057375,NA,10,0.023378076,NA,20,2.48490665,NA,10,21.56606851,NA,4,-2.072037809,0.502200116,20,-3.343872315,2.94315303,33,2.517076224,NA,0
Anzeindaz,1900,Crbi,Armo,NA,Lowland,Highland,Lowland_Highland,Novel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Anzeindaz,1900,Crbi,Asal,NA,Lowland,Highland,Lowland_Highland,Novel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Anzeindaz,1900,Crbi,Plal,NA,Lowland,Highland,Lowland_Highland,Novel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Anzeindaz,1900,Crbi,Poal,yes,Lowland,Highland,Lowland_Highland,Novel,2.273858062,-1.696907159,0.78901138,27,1.792239037,0.463773774,NA,0.82529147,18,1.121182053,NA,NA,NA,-2.765573482,2.274333566,NA,31,6.151759837,0.76687545,NA,10,0.023378076,NA,20,2.48490665,NA,10,21.56606851,NA,4,-2.072037809,0.502200116,20,-3.343872315,3.555348061,31,4.74653044,NA,0
Anzeindaz,1900,Crbi,Seca,NA,Lowland,Highland,Lowland_Highland,Novel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Anzeindaz,1900,Crbi,Trba,yes,Lowland,Highland,Lowland_Highland,Novel,1.145657895,-0.339880929,0.78901138,18,2.085112739,0.463773774,NA,0.82529147,14,0.609523859,NA,NA,NA,-5.970171148,3.643895501,NA,26,5.715814066,0.815358254,NA,6,0.023378076,NA,20,2.48490665,NA,10,21.56606851,NA,4,-2.072037809,0.502200116,20,-3.343872315,3.446807893,27,3.806132364,NA,0
Anzeindaz,1900,Crbi,Brer,yes,Lowland,Lowland,Lowland_Lowland,Current,1.454024076,-1.218683653,0.78901138,28,1.623539747,0.463773774,NA,0.82529147,18,0.973890317,NA,NA,NA,-307.9271836,160.3386434,NA,30,0.005655616,3.384438387,NA,9,0.023378076,NA,20,2.48490665,NA,10,21.56606851,NA,3,-2.072037809,0.502200116,20,-3.343872315,2.390615797,30,2.009001904,NA,0
Anzeindaz,1900,Crbi,Crbi,yes,Lowland,Lowland,Lowland_Lowland,Current,50.74761673,-35.47639015,0.78901138,28,1.209049986,0.463773774,NA,0.82529147,21,0.785932857,NA,NA,NA,-96.61536892,59.50224894,NA,31,3.970462045,1.070278624,NA,7,0.023378076,NA,20,2.48490665,NA,10,21.56606851,NA,1,-2.072037809,0.502200116,20,-3.343872315,2.147440855,31,1.436652598,NA,0
Anzeindaz,1900,Crbi,Daca,NA,Lowland,Lowland,Lowland_Lowland,Current,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Anzeindaz,1900,Crbi,Melu,NA,Lowland,Lowland,Lowland_Lowland,Current,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Anzeindaz,1900,Crbi,Plla,yes,Lowland,Lowland,Lowland_Lowland,Current,-0.334021037,-1.353907583,0.78901138,26,0.984608878,0.463773774,NA,0.82529147,15,0.715083681,NA,NA,NA,-1080.52899,546.6016805,NA,26,4.921469741,1.068211969,NA,3,0.023378076,NA,20,2.48490665,NA,10,21.56606851,NA,2,-2.072037809,0.502200116,20,-3.343872315,2.330797309,26,0.94125363,NA,0
Anzeindaz,1900,Crbi,Potr,NA,Lowland,Lowland,Lowland_Lowland,Current,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Anzeindaz,1900,Crbi,Sapr,yes,Lowland,Lowland,Lowland_Lowland,Current,0.503456252,-0.749450162,0.78901138,27,1.083995351,0.463773774,NA,0.82529147,17,0.730776434,NA,NA,NA,-3.61146244,3.899749449,NA,28,6.612424085,0.252095267,NA,8,0.023378076,NA,20,2.48490665,NA,10,21.56606851,NA,2,-2.072037809,0.502200116,20,-3.343872315,2.732668189,28,2.56914552,NA,0
Anzeindaz,1900,Crbi,none,yes,Lowland,None,None,None,0.165779524,-0.724265356,0.78901138,28,2.55919938,0.463773774,NA,0.82529147,14,0.660827411,NA,NA,NA,-3.045175083,2.07157863,NA,30,4.783111472,1.129121913,NA,8,0.023378076,NA,20,2.48490665,NA,10,21.56606851,NA,7,-2.072037809,0.502200116,20,-3.343872315,3.79229474,30,4.057550032,NA,0
Les Posses,890,Crbi,Anal,yes,Lowland,Highland,Lowland_Highland,Novel,1.527691955,-1.889733092,0.78901138,32,1.830515151,0.463773774,NA,0.82529147,19,0.80059889,NA,NA,NA,-17.75649849,9.562846997,NA,32,3.06173734,1.664057375,NA,9,0.023378076,NA,20,2.48490665,NA,5,1.704748092,NA,0,-2.072037809,0.502200116,20,-3.343872315,2.244669865,32,1.27776652,NA,0
Les Posses,890,Crbi,Armo,NA,Lowland,Highland,Lowland_Highland,Novel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Les Posses,890,Crbi,Asal,NA,Lowland,Highland,Lowland_Highland,Novel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Les Posses,890,Crbi,Plal,NA,Lowland,Highland,Lowland_Highland,Novel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Les Posses,890,Crbi,Poal,yes,Lowland,Highland,Lowland_Highland,Novel,30.64847001,-30.70967622,0.78901138,19,2.359609377,0.463773774,NA,0.82529147,10,0.739228167,NA,NA,NA,-4.606759644,2.274333566,NA,19,6.309274504,0.76687545,NA,8,0.023378076,NA,20,2.48490665,NA,5,1.704748092,NA,9,-2.072037809,0.502200116,20,-3.343872315,3.089637664,19,3.985233458,NA,0
Les Posses,890,Crbi,Seca,NA,Lowland,Highland,Lowland_Highland,Novel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Les Posses,890,Crbi,Trba,no,Lowland,Highland,Lowland_Highland,Novel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Les Posses,890,Crbi,Brer,yes,Lowland,Lowland,Lowland_Lowland,Current,1.280754291,-1.057240497,0.78901138,26,1.193952889,0.463773774,NA,0.82529147,18,1.131992275,NA,NA,NA,-309.7683736,160.3386454,NA,28,0.163170283,3.384438387,NA,6,0.023378076,NA,20,2.48490665,NA,5,1.704748092,NA,0,-2.072037809,0.502200116,20,-3.343872315,2.113629051,28,1.142241755,NA,0
Les Posses,890,Crbi,Crbi,yes,Lowland,Lowland,Lowland_Lowland,Current,0.46097973,-1.251515806,0.78901138,24,0.833444216,0.463773774,NA,0.82529147,15,1.187022185,NA,NA,NA,-98.45655484,59.50224878,NA,25,4.127976712,1.070278624,NA,3,0.023378076,NA,20,2.48490665,NA,5,1.704748092,NA,2,-2.072037809,0.502200116,20,-3.343872315,2.200893676,25,1.074975738,NA,0
Les Posses,890,Crbi,Daca,NA,Lowland,Lowland,Lowland_Lowland,Current,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Les Posses,890,Crbi,Melu,NA,Lowland,Lowland,Lowland_Lowland,Current,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Les Posses,890,Crbi,Plla,yes,Lowland,Lowland,Lowland_Lowland,Current,1034.943383,-522.7721652,0.78901138,28,2.552667446,0.463773774,NA,0.82529147,18,0.500266631,NA,NA,NA,-1082.370175,546.6016796,NA,28,5.078984408,1.068211969,NA,10,0.023378076,NA,20,2.48490665,NA,5,1.704748092,NA,1,-2.072037809,0.502200116,20,-3.343872315,4.162371734,28,4.822513514,NA,0
Les Posses,890,Crbi,Potr,NA,Lowland,Lowland,Lowland_Lowland,Current,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Les Posses,890,Crbi,Sapr,yes,Lowland,Lowland,Lowland_Lowland,Current,6.784450994,-4.364426741,0.78901138,30,1.63914377,0.463773774,NA,0.82529147,20,1.076588375,NA,NA,NA,-5.452648603,3.899749449,NA,30,6.769938752,0.252095267,NA,9,0.023378076,NA,20,2.48490665,NA,5,1.704748092,NA,0,-2.072037809,0.502200116,20,-3.343872315,3.07500181,30,3.208242979,NA,0
Les Posses,890,Crbi,none,yes,Lowland,None,None,None,0.763418445,-0.731747927,0.78901138,30,3.029965978,0.463773774,NA,0.82529147,16,0.591160692,NA,NA,NA,-4.886361246,2.07157863,NA,30,4.94062614,1.129121913,NA,9,0.023378076,NA,20,2.48490665,NA,5,1.704748092,NA,1,-2.072037809,0.502200116,20,-3.343872315,3.827219504,30,4.444097389,NA,0
Solalex,1400,Crbi,Anal,yes,Lowland,Highland,Lowland_Highland,Novel,33.23703972,-17.72829446,0.78901138,27,2.089412505,0.463773774,NA,0.82529147,18,0.528932826,NA,NA,NA,-18.72037747,9.562846997,NA,29,3.027359205,1.664057375,NA,7,0.023378076,NA,20,2.48490665,NA,11,21.56606852,NA,2,-2.072037809,0.502200116,20,-3.343872315,3.39458691,29,3.298811301,NA,0
Solalex,1400,Crbi,Armo,NA,Lowland,Highland,Lowland_Highland,Novel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Solalex,1400,Crbi,Asal,NA,Lowland,Highland,Lowland_Highland,Novel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Solalex,1400,Crbi,Plal,NA,Lowland,Highland,Lowland_Highland,Novel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Solalex,1400,Crbi,Poal,yes,Lowland,Highland,Lowland_Highland,Novel,1.804267732,-0.7041099,0.78901138,27,2.83515089,0.463773774,NA,0.82529147,17,0.636696504,NA,NA,NA,-5.570638629,2.274333566,NA,27,6.274896369,0.76687545,NA,9,0.023378076,NA,20,2.48490665,NA,11,21.56606852,NA,2,-2.072037809,0.502200116,20,-3.343872315,4.478701468,27,6.04324719,NA,0
Solalex,1400,Crbi,Seca,NA,Lowland,Highland,Lowland_Highland,Novel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Solalex,1400,Crbi,Trba,yes,Lowland,Highland,Lowland_Highland,Novel,9.793329079,-4.151274574,0.78901138,24,2.788226464,0.463773774,NA,0.82529147,15,0.58262538,NA,NA,NA,-8.775236295,3.643895501,NA,27,5.838950598,0.815358254,NA,8,0.023378076,NA,20,2.48490665,NA,11,21.56606852,NA,3,-2.072037809,0.502200116,20,-3.343872315,3.886466838,27,4.987221431,NA,0
Solalex,1400,Crbi,Brer,yes,Lowland,Lowland,Lowland_Lowland,Current,2.402191163,-1.845908204,0.78901138,24,1.343863069,0.463773774,NA,0.82529147,16,0.688995027,NA,NA,NA,-310.7322526,160.3386453,NA,26,0.128792148,3.384438387,NA,7,0.023378076,NA,20,2.48490665,NA,11,21.56606852,NA,9,-2.072037809,0.502200116,20,-3.343872315,2.149453772,26,1.394517764,NA,0
Solalex,1400,Crbi,Crbi,yes,Lowland,Lowland,Lowland_Lowland,Current,1.028167715,-1.208004539,0.78901138,32,0.608842717,0.463773774,NA,0.82529147,24,1.074913878,NA,NA,NA,-99.42043273,59.50224816,NA,36,4.093598577,1.070278624,NA,6,0.023378076,NA,20,2.48490665,NA,11,21.56606852,NA,2,-2.072037809,0.502200116,20,-3.343872315,2.435227831,36,1.243183671,NA,0
Solalex,1400,Crbi,Daca,NA,Lowland,Lowland,Lowland_Lowland,Current,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Solalex,1400,Crbi,Melu,NA,Lowland,Lowland,Lowland_Lowland,Current,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Solalex,1400,Crbi,Plla,yes,Lowland,Lowland,Lowland_Lowland,Current,112.3340624,-64.15550858,0.78901138,29,1.777601555,0.463773774,NA,0.82529147,19,0.689615539,NA,NA,NA,-1083.334048,546.6016766,NA,29,5.044606273,1.068211969,NA,10,0.023378076,NA,20,2.48490665,NA,11,21.56606852,NA,0,-2.072037809,0.502200116,20,-3.343872315,2.662956939,29,2.653968365,NA,0
Solalex,1400,Crbi,Potr,NA,Lowland,Lowland,Lowland_Lowland,Current,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Solalex,1400,Crbi,Sapr,yes,Lowland,Lowland,Lowland_Lowland,Current,0.803307126,-0.760313617,0.78901138,30,1.758690315,0.463773774,NA,0.82529147,19,0.563566251,NA,NA,NA,-6.416527588,3.899749449,NA,30,6.735560617,0.252095267,NA,9,0.023378076,NA,20,2.48490665,NA,11,21.56606852,NA,2,-2.072037809,0.502200116,20,-3.478915237,3.226325978,30,2.774226306,NA,0
Solalex,1400,Crbi,none,yes,Lowland,None,None,None,1.2988738,-1.243519341,0.78901138,33,2.960379116,0.463773774,NA,0.82529147,16,0.828410934,NA,NA,NA,-5.85024023,2.07157863,NA,33,4.906248004,1.129121913,NA,9,0.023378076,NA,20,2.48490665,NA,11,21.56606852,NA,8,-2.072037809,0.502200116,20,-3.343872315,4.190580014,33,4.883772139,NA,0
Anzeindaz,1900,Daca,Anal,yes,Lowland,Highland,Lowland_Highland,Novel,-1.35857481,-1.02456798,0.877921373,20,2.488083356,0.509885276,NA,1.308731573,10,1.721390824,NA,NA,NA,2.678107118,4.285837088,NA,20,5.697309321,0.978862021,NA,9,0.04,NA,0,20,NA,0,1.791759469,NA,2,-2.884157614,0.893370379,49,-4.448166437,2.263878976,20,3.827668347,NA,0
Anzeindaz,1900,Daca,Armo,NA,Lowland,Highland,Lowland_Highland,Novel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Anzeindaz,1900,Daca,Asal,yes,Lowland,Highland,Lowland_Highland,Novel,-0.782731738,-1.02456798,0.877921373,21,0.869609963,0.509885276,NA,1.308731573,12,0.852706323,NA,NA,NA,3.283552451,4.285837088,NA,22,5.697309321,0.978862021,NA,5,0.04,NA,0,20,NA,0,1.791759469,NA,4,-2.884157614,0.893370379,49,-4.448166437,1.390486005,22,2.699408347,NA,0
Anzeindaz,1900,Daca,Plal,NA,Lowland,Highland,Lowland_Highland,Novel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Anzeindaz,1900,Daca,Poal,yes,Lowland,Highland,Lowland_Highland,Novel,-0.184388089,-1.02456798,0.877921373,22,1.837661943,0.509885276,NA,1.308731573,14,1.425336877,NA,NA,NA,0.395552991,4.285837088,NA,23,5.697309321,0.978862021,NA,8,0.04,NA,0,20,NA,0,1.791759469,NA,0,-2.884157614,0.893370379,49,-4.448166437,2.861715977,23,4.810235209,NA,0
Anzeindaz,1900,Daca,Seca,NA,Lowland,Highland,Lowland_Highland,Novel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Anzeindaz,1900,Daca,Trba,NA,Lowland,Highland,Lowland_Highland,Novel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Anzeindaz,1900,Daca,Brer,NA,Lowland,Lowland,Lowland_Lowland,Current,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Anzeindaz,1900,Daca,Crbi,yes,Lowland,Lowland,Lowland_Lowland,Current,-1.145807681,-1.02456798,0.877921373,20,0.554100496,0.509885276,NA,1.308731573,12,1.171435207,NA,NA,NA,3.062391676,4.285837088,NA,24,5.697309321,0.978862021,NA,4,0.04,NA,0,20,NA,0,1.791759469,NA,6,-2.884157614,0.893370379,49,-4.448166437,1.128899043,24,2.200395524,NA,0
Anzeindaz,1900,Daca,Daca,NA,Lowland,Lowland,Lowland_Lowland,Current,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Anzeindaz,1900,Daca,Melu,yes,Lowland,Lowland,Lowland_Lowland,Current,-0.726090465,-1.02456798,0.877921373,25,1.21123486,0.509885276,NA,1.308731573,17,1.142473181,NA,NA,NA,2.175351821,4.285837088,NA,26,5.697309321,0.978862021,NA,8,0.04,NA,0,20,NA,0,1.791759469,NA,0,-2.884157614,0.893370379,49,-4.448166437,3.060274053,26,3.81533364,NA,0
Anzeindaz,1900,Daca,Plla,yes,Lowland,Lowland,Lowland_Lowland,Current,-0.370206385,-1.02456798,0.877921373,21,0.55466545,0.509885276,NA,1.308731573,15,1.248177857,NA,NA,NA,2.182843683,4.285837088,NA,24,5.697309321,0.978862021,NA,6,0.04,NA,0,20,NA,0,1.791759469,NA,0,-2.884157614,0.893370379,49,-4.448166437,1.354060759,24,2.47257074,NA,0
Anzeindaz,1900,Daca,Potr,yes,Lowland,Lowland,Lowland_Lowland,Current,0.249713795,-1.02456798,0.877921373,26,1.767933493,0.509885276,NA,1.308731573,17,0.622053307,NA,NA,NA,-1.446117739,4.285837088,NA,26,5.697309321,0.978862021,NA,9,0.04,NA,0,20,NA,0,1.791759469,NA,0,-2.884157614,0.893370379,49,-4.448166437,2.489098294,26,4.099894091,NA,0
Anzeindaz,1900,Daca,Sapr,NA,Lowland,Lowland,Lowland_Lowland,Current,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Anzeindaz,1900,Daca,none,yes,Lowland,None,None,None,-1.257397309,-1.02456798,0.877921373,22,2.445730215,0.509885276,NA,1.308731573,12,0.9726385,NA,NA,NA,0.30833232,4.285837088,NA,22,5.697309321,0.978862021,NA,9,0.04,NA,0,20,NA,0,1.791759469,NA,2,-2.884157614,0.893370379,49,-4.448166437,3.434106956,22,5.614059002,NA,0
Les Posses,890,Daca,Anal,yes,Lowland,Highland,Lowland_Highland,Novel,-1.21427744,-0.970788128,0.877921373,20,2.613797537,0.509885276,NA,1.308731573,10,1.398781548,NA,NA,NA,-3.467057421,4.285837088,NA,20,5.937738911,0.978862021,NA,6,0.055,NA,0,20,NA,0,16.56606842,NA,2,-2.884157614,0.893370379,49,-4.448166437,3.124080241,20,7.539694292,NA,0
Les Posses,890,Daca,Armo,NA,Lowland,Highland,Lowland_Highland,Novel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Les Posses,890,Daca,Asal,yes,Lowland,Highland,Lowland_Highland,Novel,-0.638434369,-0.970788128,0.877921373,21,2.096951406,0.509885276,NA,1.308731573,12,1.847298678,NA,NA,NA,-2.861612088,4.285837088,NA,21,5.937738911,0.978862021,NA,6,0.055,NA,0,20,NA,0,16.56606842,NA,0,-2.884157614,0.893370379,49,-4.448166437,3.583034034,21,8.090850453,NA,0
Les Posses,890,Daca,Plal,NA,Lowland,Highland,Lowland_Highland,Novel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Les Posses,890,Daca,Poal,yes,Lowland,Highland,Lowland_Highland,Novel,-0.04009072,-0.970788128,0.877921373,18,2.906176559,0.509885276,NA,1.308731573,9,1.876085272,NA,NA,NA,-5.749611548,4.285837088,NA,20,5.937738911,0.978862021,NA,4,0.055,NA,0,20,NA,0,16.56606842,NA,0,-2.884157614,0.893370379,49,-4.448166437,3.683696029,20,9.777910724,NA,0
Les Posses,890,Daca,Seca,NA,Lowland,Highland,Lowland_Highland,Novel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Les Posses,890,Daca,Trba,NA,Lowland,Highland,Lowland_Highland,Novel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Les Posses,890,Daca,Brer,NA,Lowland,Lowland,Lowland_Lowland,Current,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Les Posses,890,Daca,Crbi,yes,Lowland,Lowland,Lowland_Lowland,Current,-1.001510311,-0.970788128,0.877921373,23,2.715997984,0.509885276,NA,1.308731573,14,1.191799066,NA,NA,NA,-3.082772863,4.285837088,NA,23,5.937738911,0.978862021,NA,6,0.055,NA,0,20,NA,0,16.56606842,NA,0,-2.884157614,0.893370379,49,-4.448166437,3.787249576,23,9.370962391,NA,0
Les Posses,890,Daca,Daca,NA,Lowland,Lowland,Lowland_Lowland,Current,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
Les Posses,890,Daca,Melu,yes,Lowland,Lowland,Lowland_Lowland,Current,-0.581793096,-0.970788128,0.877921373,19,4.268701612,0.509885276,NA,1.308731573,10,1.391567111,NA,NA,NA,-3.969812718,4.285837088,NA,19,5.937738911,0.978862021,NA,9,0.055,NA,0,20,NA,0,16.56606842,NA,0,-2.884157614,0.893370379,49,-4.448166437,3.632154832,19,12.01709537,NA,0
Les Posses,890,Daca,Plla,yes,Lowland,Lowland,Lowland_Lowland,Current,-0.225909016,-0.970788128,0.877921373,18,4.426810774,0.509885276,NA,1.308731573,9,1.484442403,NA,NA,NA,-3.962320856,4.285837088,NA,18,5.937738911,0.978862021,NA,6,0.055,NA,0,20,NA,0,16.56606842,NA,0,-2.884157614,0.893370379,49,-4.448166437,3.901487765,18,13.66580996,NA,0
Les Posses,890,Daca,Potr,yes,Lowland,Lowland,Lowland_Lowland,Current,0.394011164,-0.970788128,0.877921373,18,4.959130012,0.509885276,NA,1.308731573,9,1.526237329,NA,NA,NA,-7.591282278,4.285837088,NA,18,5.937738911,0.978862021,NA,8,0.055,NA,0,20,NA,0,16.56606842,NA,0,-2.884157614,0.893370379,49,-4.448166437,4.194835575,18,15.75292305,NA,0
